"title","authors","year_published","type","total_citations","2020","2021","2022","2023","2024","2025","2026","matched_keywords","matched_go_words","source_syllabi"
"Expanding Architecture: Design as Activism","Steve Badanes; Roberta Feldman; Sergio Palleroni; Katie Swenson; Thomas Fisher","2008","book","2","0","1","0","0","0","0","1","","design, architecture","2021cprize-37; 2026cprize-38"
"Extrastatecraft","Keller Easterling","2016","book","2","0","0","0","1","0","0","1","","","2023cprize-29; 2026cprize-11"
"Extreme Cities: The Peril and Promise of Urban Life in the Age of Climate Change","Ashley Dawson","2017","book","2","1","0","0","0","0","1","0","climate, change","climate, change, urban","2020cprize-12; 2025cprize-22"
"Fata Morgana","Werner Herzog","1971","other","2","0","0","0","1","0","0","1","","","2023cprize-23; 2026cprize-30"
"Food Sovereignty, Justice, and Indigenous Peoples: An Essay on Settler Colonialism and Collective Continuance","Kyle Whyte","2018","chapter","2","0","0","1","0","1","0","0","justice","indigenous, justice, food","2022cprize-02; 2024cprize-11"
"Foreclosed: Rehousing the American Dream","Barry Bergdoll; Reinhold Martin","2012","book","2","1","0","0","0","1","0","0","","","2020cprize-28; 2024cprize-01"
"Four Walls and a Roof: The Complex Nature of a Simple Profession","Reinier de Graaf","2017","book","2","1","0","1","0","0","0","0","nature","","2022cprize-03; 2020cprize-60"
"Fresh Water: Design Research for inland water territories","M.P. McGuire; J.M. Henson","2021","book","2","0","0","0","1","1","0","0","","water, research, design","2023cprize-38; 2024cprize-10"
"From environmental to climate justice: climate change and the discourse of environmental justice","David Schlosberg; Lisette B. Collins","2014","article","2","0","0","1","0","0","1","0","climate, change, environmental, justice","climate, justice, change","2022cprize-05; 2025cprize-35"
"From Exigent to Adaptive","Liz Gálvez","2019","article","2","0","1","0","0","1","0","0","","adaptive","2021cprize-18; 2024cprize-24"
"From the politics of nature to the politics of the urban: Cultivating the urban commons","E. Swyngedouw","2015","article","2","0","0","0","0","1","1","0","nature","urban","2024cprize-06; 2025cprize-03"
"Ganges Water Machine: Designing New India's Ancient River","A. Acciavatti; A. Bierig; D. Corrigall","2015","book","2","1","0","0","0","0","0","1","","water, river","2020cprize-47; 2026cprize-31"
"Geographies of Extraction and Industrialization: Oil and Gas Development in China and the United States","H. Wang","2019","book","2","0","0","0","0","1","1","0","","extraction, oil","2024cprize-06; 2025cprize-03"
"Geological Form","Stan Allen","","chapter","2","1","1","0","0","0","0","0","","","2020cprize-53; 2021cprize-34"
"Geothermal Brines Could Propel California's Green Economy","Julie Chao","2020","website","2","0","0","0","0","1","0","1","economic","economy","2024cprize-19; 2026cprize-28"
"Give Me a Gun and I Will Make All Buildings Move","Bruno Latour; Albena Yaneva","2008","chapter","2","1","0","0","0","1","0","0","","make","2020cprize-09; 2024cprize-09"
"Global Status Report","Global Alliance for Buildings and Construction","2018","report","2","1","1","0","0","0","0","0","global","global","2020cprize-33; 2021cprize-27"
"Global Warming's Terrifying New Math","Bill McKibben","2012","article","2","2","0","0","0","0","0","0","global","global, warming","2020cprize-15; 2020cprize-21"
"Globalization and environmental education: looking beyond sustainable development","B. Jickling; Arjen E.J. Wals","2008","article","2","1","1","0","0","0","0","0","environmental, sustainable","sustainability","2020cprize-35; 2021cprize-48"
"H.Res.109: Recognizing the Duty of the Federal Government to Create a Green New Deal","Alexandria Ocasio-Cortez; et al.","2019","report","2","0","2","0","0","0","0","0","","","2021cprize-52; 2021cprize-56"
"Habitat: Vernacular Architecture for a Changing Climate","Sandra Piesik","2024","book","2","0","0","0","0","1","0","1","climate","vernacular, climate, architecture","2026cprize-64; 2024cprize-08"
"Handbook of Tyranny","Theo Deutinger","2018","book","2","0","0","0","1","0","1","0","","","2023cprize-40; 2025cprize-31"
"Happy City: Transforming Our Lives Through Urban Design","Charles Montgomery","","book","2","0","0","0","0","0","1","1","","city, urban, design","2026cprize-22; 2025cprize-10"
"Healthy Materials Lab","Parsons New School of Design","2023","website","2","0","0","0","0","2","0","0","material","material","2024cprize-25; 2024cprize-26"
"Hijacking Sustainability","Adrian Parr","2009","book","2","1","1","0","0","0","0","0","sustainable","sustainability","2020cprize-35; 2021cprize-48"
"Historical and Cultural Influences on Comfort Expectations","Gail Brager; Richard de Dear","2008","article","2","0","1","0","1","0","0","0","","culture","2021cprize-20; 2023cprize-28"
"History of the Earth: Darwin, Geology and Landscape Art","Rebecca Bedell","","other","2","1","1","0","0","0","0","0","","landscape, earth, history, geology","2020cprize-53; 2021cprize-34"
"House Resolution 109: The Green New Deal Resolution","","2019","other","2","2","0","0","0","0","0","0","","house","2020cprize-41; 2020cprize-60"
"Housing the Contingent Life Course: Domestic Aspiration and Extreme Poverty in Peruvian Shantytowns","Kristin Skrabut","2018","other","2","1","1","0","0","0","0","0","","house","2020cprize-33; 2021cprize-30"
"How the Pentagon Countered China's Designs on Greenland","","","website","2","0","0","0","0","1","0","1","","","2024cprize-19; 2026cprize-28"
"How the Refrigerator Got Its Hum","Ruth Schwartz Cowan","1985","chapter","2","1","1","0","0","0","0","0","","","2020cprize-09; 2021cprize-15"
"How to Make Almost Anything: The Digital Fabrication Revolution","Neil Gershenfeld","2012","article","2","1","1","0","0","0","0","0","","digital, fabrication, make","2020cprize-39; 2021cprize-20"
"Human-Technology-World","D. Weiss","2008","article","2","1","1","0","0","0","0","0","world, human","technology, human, world","2020cprize-35; 2021cprize-48"
"Humanitarian Architecture: 15 Stories of Architects Working after Disaster","Esther Charlesworth","2014","book","2","0","2","0","0","0","0","0","","disaster, architecture","2021cprize-26; 2021cprize-37"
"Humankind: Solidarity with Non-Human People","Timothy Morton","2019","book","2","1","0","0","0","1","0","0","human","non-human, human","2020cprize-66; 2024cprize-01"
"Hydraulic Houston","Dominic Boyer; Mark Vardy","","article","2","1","1","0","0","0","0","0","","","2020cprize-29; 2021cprize-43"
"Ice Watch","Olafur Eliasson","2014","other","2","0","2","0","0","0","0","0","","","2021cprize-08; 2021cprize-13"
"Imagining Urban Futures: Cities in Science Fiction and What We Might Learn from Them","Carl Abbott","2016","book","2","0","1","0","0","1","0","0","science","science, urban","2021cprize-56; 2024cprize-32"
"Imperfect Health: The Medicalization of Architecture","M. Zardini; G. Borasi; M. Campbell","2012","book","2","0","2","0","0","0","0","0","health","architecture","2021cprize-22; 2021cprize-45"
"In Praise of Shadows","Junichiro Tanizaki","1977","book","2","0","2","0","0","0","0","0","","","2021cprize-11; 2021cprize-12"
"In the Aura of a Hole: Exploring Sites of Material Extraction","A. Laurie Palmer","","book","2","1","1","0","0","0","0","0","material","material, extraction","2020cprize-53; 2021cprize-34"
"Indigenous Weaving Techniques in Shaping Building Skins","K. Spence; M. Mohsenin","2022","other","2","0","0","0","2","0","0","0","","building, indigenous","2023cprize-24; 2023cprize-25"
"Infrastructure Space","Keller Easterling","2017","book","2","1","0","0","0","0","0","1","infrastructure","infrastructure, space","2020cprize-21; 2026cprize-42"
"Insulating Modernism: Isolated and Non-Isolated Thermodynamics in Architecture","Kiel Moe","2014","book","2","0","1","0","0","0","0","1","","architecture","2021cprize-11; 2026cprize-33"
"Integrative Design: Building Systems for Architects and Architectural Engineers","Khaled Mansy","2016","book","2","1","1","0","0","0","0","0","systems","building, system, design","2020cprize-07; 2021cprize-36"
"Interview","Sascha Roesler","2015","chapter","2","2","0","0","0","0","0","0","","","2020cprize-17; 2020cprize-20"
"Invisible Cities","Italo Calvino; William Weaver","","book","2","0","1","0","0","1","0","0","","","2021cprize-12; 2024cprize-16"
"Inviting Atmospheres to the Architecture Table","Nerea Calvillo","2018","chapter","2","1","0","0","0","0","0","1","","architecture","2026cprize-48; 2020cprize-21"
"Junkspace with Running Room","R. Koolhaas; H. Foster","2016","article","2","1","1","0","0","0","0","0","","","2020cprize-62; 2021cprize-45"
"Just transition: Integrating climate, energy and environmental justice","D. McCauley; R. Heffron","2018","article","2","0","0","0","0","1","1","0","climate, environmental, energy, justice","energy, climate, justice","2024cprize-10; 2025cprize-07"
"Just Transitions/Design for Transitions: Preliminary Notes on a Design Politics for a Green New Deal","Damian White","2019","article","2","0","1","0","1","0","0","0","","design","2021cprize-17; 2023cprize-36"
"Kosmos: A General Survey of the Physical Phenomena of the Universe","Alexander von Humboldt","1845","book","2","0","1","1","0","0","0","0","","physical","2021cprize-54; 2022cprize-30"
"Kuala Lumpur: Community, Infrastructure, and Urban Inclusivity","A. Mehan","2020","book","2","0","0","0","0","1","1","0","infrastructure, community","infrastructure, urban","2024cprize-06; 2025cprize-03"
"Lab for Suburbia","Kroeber; Heyda; Hoeferlin; McAnally; Sheren","","website","2","0","0","0","1","1","0","0","","","2023cprize-33; 2024cprize-30"
"Land Arts of the American West","","2009","website","2","0","0","0","1","0","0","1","","land","2026cprize-55; 2023cprize-31"
"Landform building: Architecture's New Terrain","Stan Allen; Marc McQuade","2011","book","2","0","0","1","1","0","0","0","","building, terrain, architecture","2022cprize-15; 2023cprize-31"
"Landscape Approach: From Local Communities to Territorial Systems","Zander; McCartney; Solano; Vangjeli","","book","2","0","0","0","0","1","1","0","systems, community","system, landscape, local","2024cprize-34; 2025cprize-27"
"Landscapes of Energy","Rania Ghosn","2009","book","2","1","0","0","1","0","0","0","energy","energy, landscape","2020cprize-34; 2023cprize-09"
"Le Corbusier, the Brise-Soleil, and the Socio-climatic Project of Modern Architecture, 1929–1963","Daniel Barber","2012","article","2","0","0","1","0","1","0","0","","architecture","2022cprize-02; 2024cprize-08"
"Learning by Doing in the Age of Design Computation","Özkar, Mine","2007","other","2","1","1","0","0","0","0","0","","design, computation","2020cprize-39; 2021cprize-20"
"Learning How to Die in the Anthropocene","Roy Scranton","2013","chapter","2","1","1","0","0","0","0","0","","anthropocene","2021cprize-60; 2020cprize-25"
"Lessons of Darkness","Werner Herzog","1992","other","2","1","1","0","0","0","0","0","","","2020cprize-29; 2021cprize-43"
"Library as Stoa: Snøhetta, Public Space, and Academic Mission in Snøhetta's Charles Library","Phillip Crosby; Kate Wingert-Playdon","2020","book","2","0","1","0","0","1","0","0","","public, space","2021cprize-56; 2024cprize-32"
"Life After Cars: Freeing Ourselves from the Tyranny of the Automobile","Sarah Goodyear; Doug Gordon; Aaron Naparstek","2024","book","2","1","0","0","0","0","0","1","","","2026cprize-46; 2020cprize-41"
"Life Between Buildings: Using Public Space","Jan Gehl","2011","book","2","0","1","0","1","0","0","0","","public, space","2021cprize-27; 2023cprize-39"
"Living Oil: Petroleum Culture in the American Century","Le Menager, Stephanie","2014","book","2","1","0","0","0","0","0","1","","culture, oil","2026cprize-55; 2020cprize-29"
"Machine Landscapes: Architectures of the Post Anthropocene","Liam Young","2019","book","2","0","0","1","0","0","1","0","","anthropocene, landscape","2022cprize-03; 2025cprize-04"
"Making Coal Historical (a Road Trip)","James Graham","2018","article","2","1","1","0","0","0","0","0","","","2020cprize-46; 2021cprize-54"
"Making Room for the Future: Rebuilding California's Infrastructure","D. Dowall; J. Whittington","2003","report","2","1","0","0","1","0","0","0","future, infrastructure","infrastructure, future","2020cprize-65; 2023cprize-27"
"Making the Middle Landscape","Peter Rowe","","book","2","0","0","0","1","1","0","0","","landscape","2023cprize-33; 2024cprize-30"
"Making the Modern World: Materials and Dematerialization","Vaclav Smil","2014","book","2","1","1","0","0","0","0","0","material, world","material, world","2020cprize-33; 2021cprize-30"
"Man, Climate, and Architecture","Baruch Givoni","1969","book","2","2","0","0","0","0","0","0","climate","climate, architecture","2020cprize-05; 2020cprize-62"
"Mapping the Global Architect of Alterity: Convention, Practice, Representation, and Education","Michael Jenson","2014","book","2","1","1","0","0","0","0","0","global","map, representation, global, architect","2020cprize-35; 2021cprize-48"
"Mapping the Power of Fossil Capital","Bill Carroll","2019","article","2","0","1","1","0","0","0","0","","map","2021cprize-52; 2022cprize-26"
"Mapping: An Illustrated Guide To Graphic Navigational Systems","Robert Fawcett-Tang; William Owen","2005","book","2","0","0","0","0","0","1","1","systems","map, system","2025cprize-02; 2026cprize-04"
"Material Misuse","Sheila Kennedy","2015","book","2","1","0","0","0","1","0","0","material","material","2020cprize-49; 2024cprize-24"
"Material Reform: Building for a Post-Carbon Future","Material Cultures; Amica Dall","2022","book","2","0","0","0","0","1","0","1","material, future, carbon","material, building, carbon, future","2026cprize-56; 2024cprize-08"
"Materialism and the Critique of Energy","Brent Ryan Bellamy; Jeff Diamanti","2018","book","2","1","1","0","0","0","0","0","energy","energy","2020cprize-25; 2021cprize-52"
